date,headline,category,sentiment
2023-02-08,Mo Dewji challenges African investment policies,Investment,Neutral
2023-02-08,CRDB Bank’s record profit excites Danish ambassador,Banking,Positive
2023-02-07,"Banks engaged in mission to renovate, build Tanzania embasies",Banking,Neutral
2023-02-06,Hope as key dry port is set to commence services,Transport,
2023-02-05,Deadline set for views on Tanzania’s AfCFTA products,Trade,Neutral
2023-02-04,Diplomats pledge support for green energy drive,Energy,Neutral
2023-02-03,Five things government needs to do to win over private sector,Policy,Neutral
2023-02-03,Why the East African Monetary Union goal needs political support,Policy,Neutral
2023-02-02,Makamba calls for private investment to fill energy gap,Energy,Neutral
2023-02-02,"DCB cements mid-sized status with soaring assets, profit rise",Banking,Positive
2023-02-01,"Nala, M-Pesa expand payment services to EU",Banking,Neutral
2023-02-01,Mo Dewji cements position as East Africa's top billionaire,General,Positive
2023-01-31,Tanzania among top economies in 2023,General,Neutral
2023-01-30,CRDB Bank’s net profit climbs to Sh353 billion,Banking,Positive
2023-01-28,How agriculture financing reforms are paying off,Agriculture,Neutral
2023-01-28,Kahama road project to bring major transformations,Transport,Neutral
2023-01-28,"Tanzania, UAE firm sign petroleum facility deal",Trade,Neutral
2023-01-27,Government seeks Barrick support in energy transition,Policy,Neutral
2023-01-27,How Tanzania agriculture can cope with effects of climate change,Agriculture,Neutral
2023-01-27,TADB facilitates Sh173.49 billion through guarantee scheme,Banking,Positive
2023-01-26,Windfall as NMB's net profit skyrockets to Sh429 billion,Banking,Positive
2023-01-24,Manufacturers seek Parliament's intervention in tax stamps rates,General,Neutral
2023-01-24,600 investors from Europe set sights on Tanzania,Investment,Positive
2023-01-23,Coal exports surge at Mtwara Port,Trade,Positive
2023-01-23,EABC plans to reach $15 billion in intra-EAC trade in 2023,Trade,Neutral
2023-01-23,EAC exports to Africa soar to $7.9 billion in 2021,Trade,Neutral
2023-01-20,Transporters optimistic about growth,General,Neutral
2023-01-19,Why the Shilling remained stable in 2022 amid shocks,Forex,Neutral
2023-01-19,Samia roots for cooperation as she addresses AfCTA meeting,Policy,Neutral
2023-01-19,Trade between Tanzania and the Comoros set to flourish,Trade,Neutral
2023-01-18,"Initiatives to enhance trade on the way, says India’s envoy",General,Neutral
2023-01-18,Construction of Tabora -Isaka SGR line kicks off,Transport,Neutral
2023-01-18,"Food and beverages prices to drop in 2023, says NBS",Agriculture,Positive
2023-01-17,RC Abbas touts Exim Bank in Tanzania-Commoros businesses,General,Neutral
2023-01-17,Barrick workers now benefit from new bargain agreement,Banking,Neutral
2023-01-17,Azania Bank reaps huge profits in 2022,Banking,Positive
2023-01-17,"Light at the end of tunnel for Liganga, Mchuchuma projects",General,Neutral
2023-01-16,Why agriculture should be a priority in new SMEs policy,Agriculture,Neutral
2023-01-16,Bolt:Businessgrowing despite challenges,General,Positive
2023-01-16,EAC to set up regional central bank this year,Policy,Neutral
2023-01-16,Analysts hail BoT’s digital currency move,Policy,Positive
2023-01-15,"Food, cash crops that topped exports in 2022",Trade,Neutral
2023-01-15,Why honeymoon is over for Arusha Mineral Centre,General,Negative
2023-01-14,EU: Booming coal exporting from Tanzania is temporary,Trade,Neutral
2023-01-13,Winners and losers as DSE stocks fall,General,Negative
2023-01-12,Dart looks for partners in Sh452 billion facilities project,Investment,Neutral
2023-01-12,Major tax issues as 2023/24 budget preparations start,Policy,Neutral
2023-01-12,Yetu Microfinance chief reacts to BoT suspension,Banking,Neutral
2023-01-11,Contractor picked for Sh11.5 billion Tanga energy project,Energy,Neutral
2023-01-11,Lorry owners aggrieved at new advance tax law,General,Negative
2023-01-11,Renewed appeal to lift the ban on butterfly exports,Trade,Neutral
2023-01-11,"World Bank cuts 2023 world growth forecast in 'sharp, long-lasting slowdown'",Policy,Negative
2023-01-11,Tanzania and Kenya resolved 23 trade barriers in one year,Trade,Neutral
2023-01-10,Ewura set to announce the new compressed natural gas (CNG) prices by March,Energy,Neutral
2023-01-10,Smallholder farmers set to benefit from credit guarantee,Agriculture,Neutral
2023-01-09,"Latra gives nod to Bolt, Uber demands on commissions",Banking,Neutral
2023-01-09,Gold miners hit with shortage of refining chemicals,General,Negative
2023-01-07,Tanzania's Tourism sector set for record numbers,General,Positive
2023-01-06,Businesscommunity expresses cautious optimism about 2023,General,Neutral
2023-01-06,Government vows to address obstacles impending forest-related trade,General,Neutral
2023-01-06,Local timber industry all set for major boost,General,Positive
2023-01-05,Farmers petition for relief in distribution of fertiliser,Agriculture,Neutral
2023-01-04,Kenya Airways shares suspension extended for another year,General,Negative
2023-01-04,Struggling Jatu Plc turns to Dutch consultant,General,Negative
2023-01-04,How coal drove Tanzania exports in 2022,General,Positive
2023-01-03,Tanzania’s Sh24 trillion SGR link to DRC intensifies competition,Trade,Neutral
2023-01-03,Third of global economy faces recession: IMF chief,Policy,Negative
2023-01-02,Why experts are upbeat on Tanzania's 2023 economic prospects,General,Positive
2023-01-02,TRA hits record monthly collection since 1996,General,Positive
2022-12-30,How Samia drove economic diplomacy agenda in 2022,General,Neutral
2022-12-28,Will 2023 be an evolving year for local start-ups?,Investment,Neutral
2022-12-28,Samia's role as investments triple to $3.16 billion in 5 months,Investment,Positive
2022-12-28,Private equity firms develop appetite for retailers as global brands exit markets,Banking,Neutral
2022-12-28,Arusha farmers move to boost sunflower production,Agriculture,Neutral
2022-12-28,Housing supply remains a tall order as demand grows,General,Negative
2022-12-28,Government signs Sh38 billion deal for new road to ease coal transportation,Transport,Neutral
2022-12-27,"Tanzania among Africa's most innovative nations, says global body",General,Positive
2022-12-27,Tanesco clarifies purchase of electricity,Energy,Neutral
2022-12-25,Tanzania Bankers Association (TBA) appoints NBC Bank’s MD as the new chairman,Banking,Neutral
2022-12-25,Christmas festivities in the face of spiraling inflation,General,Negative
2022-12-24,Illegal poultry importation undermines local producers,Agriculture,Negative
2022-12-21,NBC bond starts trading at DSE after successful sale,Banking,Neutral
2022-12-20,Consumer body rejects proposed SGR ticket prices,Transport,Negative
2022-12-19,How World Cup finals sent Tanzania's meat exports soaring,General,Positive
2022-12-19,Mtwara Port acts on concerns over coal dust pollution,Trade,Neutral
2022-12-18,BancABC rehabilitates toilets at Dar school,Banking,Neutral
2022-12-17,Williamson Diamond Sh1 billion fine sparks debate among stakeholders,General,Negative
2022-12-16,Infinix keen to support local youth innovations,Investment,Neutral
2022-12-16,What future has in store for local startups,General,Neutral
2022-12-16,Why food price has gone up in Tanzania,Agriculture,Neutral
2022-12-16,"Tanzania gets Sh690 billion for water, sanitation project",Policy,Neutral
2022-12-16,Tanzania to start using fare meter for taxis,General,Neutral
2022-12-16,"CRDB Bank, IFC agree to cooperate in six areas",Banking,Neutral
2022-12-15,NMB Bank in financial inclusion drive with new account,Banking,Neutral
2022-12-15,NBC’s Sh300billion goal in sight as bond oversubscribed by 30 percent,Banking,Positive
2022-12-15,Firm linked to Kabanga nickel sets sights on global market,Investment,Neutral
2022-12-15,Moshi poultry company burns live chicks for lack of market,Agriculture,Negative
2022-12-14,Tanzania's ports performance increase as trade recovers,Trade,Positive
2022-12-13,"Tap heritage resources, AWHF urges Tanzania",General,Neutral
2022-12-13,TRA to start taxing small traders in Kariakoo,General,Neutral
2022-12-12,"National debt inches up, but government insists it is sustainable",Policy,Neutral
2022-12-12,BoT takes over control of Yetu Microfinance Bank,Banking,Negative
2022-12-09,Tanzania to gain from $350 million in climate change funding,General,Positive
2022-12-09,Tanzania among best investments destinations in Africa,General,Positive
2022-12-09,Billionaires on the back foot in 2022 - UBS,General,Negative
2022-12-08,African Startup League launches challenge to empower young entrepreneurs,General,Neutral
2022-12-07,Role of five banks in third quarter mortgage market expansion,Banking,Neutral
2022-12-06,Tanzania targets upper middle-income status by 2050,General,Neutral
2022-12-06,Tanzania forex reserves at their lowest in five years,Forex,Negative
2022-12-02,13 lenders agree to establish alliance to support MSMEs,Banking,Neutral
2022-12-01,Standard Bank Group marks 160 years,Banking,Neutral
2022-12-01,"Grab AfCFTA opportunities, PM urges insurance players",Trade,Positive
2022-11-30,How UK’s post-Brexit trade setup can benefit Tanzania,General,Neutral
2022-11-29,Tanzania targets $2 billion in horticulture exports value by year 2030,Agriculture,Positive
2022-11-29,TBS set to come up with new food import guidelines,General,Neutral
2022-11-29,EAC cross-border investments totalled $583 million last year,Investment,Neutral
2022-11-29,BoT’s new warning to rogue lenders,Policy,Negative
2022-11-29,Turn carbon dioxide into abusinessopportunity: Jafo,Energy,Neutral
2022-11-28,Tunduma border post gets new X-ray scanner,Transport,Neutral
2022-11-27,Plans to benefit from critical minerals’ potential now set,Investment,Neutral
2022-11-27,Barrick dispute abuse allegations,Banking,Negative
2022-11-26,Farmers earn Sh169 billion as cashew auctions continue,Agriculture,Positive
2022-11-26,Barrick Gold sued in Canada for alleged abuses in Tanzania,Banking,Negative
2022-11-25,Experts say tax education needed to lessen collection,Policy,Neutral
2022-11-25,Potential of SMEs in empowering the women,General,Neutral
2022-11-25,Zitto calls for 'land for equity' payout model in LNG project,Investment,Neutral
2022-11-24,Manyara to benefit from multibillion shilling road projects,Transport,Positive
2022-11-24,"Tanzania, South Korea startups ink partnership deal",Investment,Neutral
2022-11-24,How NMB managed to scoop 18 awards in 2022,Banking,Positive
2022-11-24,How Tanzania can avoid the pitfalls inherent in SMEs concepts,General,Neutral
2022-11-23,Why MSMEs may succeed in the agricultural sector,Agriculture,Neutral
2022-11-23,NBC to facilitate issuance of bond for water authority,Banking,Neutral
2022-11-22,Standard Chartered Bank chips in to upskill women startups,Banking,Neutral
2022-11-22,SBL commission newly expanded of Moshi brewery,Banking,Neutral
2022-11-22,Want to gauge SMEs sucess? Take a look at small industries,General,Neutral
2022-11-22,How Sukuk can pull more retail investors into Tanzania financial market,General,Neutral
2022-11-21,The game-changing role of SMEs in Tanzania’s economy,General,Neutral
2022-11-20,EABC: East Africa should have uniform road tolls,Trade,Neutral
2022-11-19,New tea varieties to increase yields,Agriculture,Neutral
2022-11-18,Four challenges facing transportation sector in Tanzania,Transport,Neutral
2022-11-18,"Manufacturers up ETS pressure, TRA responds",General,Neutral
2022-11-17,How fast internet adoption could propel Tanzania’s economic growth,General,Neutral
2022-11-17,How chili growers are grappling with market,Agriculture,Neutral
2022-11-17,NHC brings back joint venture policy,General,Neutral
2022-11-16,TRA no longer using task forces to collect revenues,General,Neutral
2022-11-16,Why EAC needs to enhance investments in agriculture,Agriculture,Neutral
2022-11-14,Samia visit ‘unlocked $150 million China avocado market’,General,Positive
2022-11-12,Feedlot potential in Tanzania's cattle farming,Agriculture,Neutral
2022-11-10,Inflation rises to a five-year high,Policy,Negative
2022-11-10,KCB's Islamic bond kicks off trading,Banking,Neutral
2022-11-09,KCB targets Sh10 billion in maiden Sukuk bond,Banking,Neutral
2022-11-09,Samia: Renewable energy a way forward,Energy,Neutral
2022-11-09,MPs suggest how to boost growth of economy to 7 percent,General,Neutral
2022-11-08,Tanzania pegs 2023/2024 budget at Sh43.3 trillion,Policy,Neutral
2022-11-05,Sugarcanebusinessa money spot for farmers,Agriculture,Neutral
2022-11-04,EA transporters mull ways of bringing down sea freight costs,Transport,Neutral
2022-11-04,"Parliament team tells government to act on iron, coal projects",General,Neutral
2022-11-04,Farmers gain from SBL’s cereal deal,Agriculture,Positive
2022-11-03,Why TRA missed target revenue by Sh2.8 trillion,Policy,Negative
2022-11-03,Minimum capital for lenders up to Sh15 billion,Banking,Neutral
2022-11-02,NBC targets to raise Sh300 billion in new bond,Banking,Neutral
2022-11-02,Why these 11 regions may matter to yourbusiness,General,Neutral
